carat,cut,color,clarity,depth,table,x,y,z,price
0.79,Ideal,I,SI2,62.8,63.0,2.01,1.99,1.24,3639
0.42,Very Good,E,VS1,60.6,57.0,1.08,1.01,0.64,617
0.77,Premium,E,VS2,63.7,57.0,1.96,1.92,1.21,3208
0.48,Good,F,SI1,61.2,56.0,1.21,1.2,0.72,602
0.8,Premium,E,SI1,62.4,58.0,2.03,2.01,1.26,3642
0.48,Ideal,G,VVS1,64.6,58.0,1.21,1.31,0.73,992
0.75,Very Good,I,VVS1,60.7,58.0,1.91,1.84,1.16,3440
1.08,Ideal,E,VS1,61.8,58.0,2.74,2.74,1.63,6672
0.72,Ideal,F,VVS1,63.2,56.0,1.84,1.74,1.13,3631
0.61,Ideal,F,SI1,63.0,56.0,1.55,1.57,0.94,1551
0.82,Very Good,G,SI1,61.2,57.0,2.1,2.03,1.27,3338
1.05,Premium,D,VS2,61.0,60.0,2.68,2.74,1.65,6268
0.43,Very Good,F,VS1,61.4,60.0,1.11,1.1,0.66,805
0.84,Ideal,J,VS2,63.7,57.0,2.11,2.04,1.32,4072
1.43,Ideal,G,SI1,61.3,55.0,3.67,3.56,2.27,9688
0.99,Premium,E,IF,61.8,57.0,2.54,2.49,1.56,6417
0.76,Ideal,E,VVS2,61.1,62.0,1.96,1.97,1.17,3909
1.02,Premium,G,VS2,62.7,60.0,2.59,2.61,1.6,5823
0.93,Ideal,D,VS1,61.9,59.0,2.36,2.34,1.39,5362
1.08,Good,H,SI1,60.3,60.0,2.73,2.78,1.7,5911
0.27,Ideal,G,SI2,60.3,61.0,0.68,0.62,0.41,300
0.34,Good,D,SI1,58.9,55.0,0.87,0.72,0.52,300
1.22,Ideal,D,SI1,60.5,57.0,3.14,3.15,1.87,8144
0.35,Ideal,E,I1,62.8,56.0,0.89,0.95,0.56,300
0.91,Ideal,D,VVS2,63.6,59.0,2.3,2.36,1.43,5541
0.62,Fair,J,SI1,62.7,58.0,1.57,1.51,0.94,1506
0.45,Very Good,D,VS2,62.5,59.0,1.13,1.1,0.71,855
0.88,Very Good,H,SI2,61.5,56.0,2.27,2.31,1.35,3759
0.82,Premium,I,SI2,62.8,61.0,2.11,2.08,1.31,3605
2.13,Good,H,VVS1,62.1,57.0,5.4,5.41,3.33,19088
0.54,Ideal,G,VS2,64.2,59.0,1.37,1.33,0.85,1746
1.52,Premium,H,IF,61.6,60.0,3.92,3.87,2.37,11429
0.88,Very Good,H,IF,63.6,60.0,2.21,2.17,1.34,4518
0.53,Premium,I,SI1,62.9,58.0,1.36,1.41,0.84,1132
1.1,Premium,H,SI1,62.7,59.0,2.84,2.84,1.72,7171
0.98,Premium,F,VVS2,58.9,61.0,2.5,2.56,1.48,6151
0.75,Premium,G,IF,63.0,59.0,1.88,1.91,1.16,3306
0.85,Ideal,G,VS1,61.5,56.0,2.15,2.23,1.32,4050
0.55,Premium,E,VVS2,61.1,59.0,1.42,1.46,0.86,1865
0.49,Ideal,D,VVS2,59.6,57.0,1.23,1.27,0.74,1575
1.08,Ideal,E,SI1,61.7,52.0,2.74,2.73,1.65,6491
0.66,Very Good,G,VS2,61.7,59.0,1.7,1.85,1.05,2008
0.71,Ideal,E,VVS2,59.9,58.0,1.83,1.84,1.13,3813
0.85,Good,I,VS1,59.6,60.0,2.17,2.07,1.35,4124
0.85,Ideal,I,SI2,62.4,56.0,2.15,2.16,1.33,4121
0.36,Premium,G,SI1,62.9,54.0,0.92,0.87,0.57,300
1.41,Ideal,E,SI2,62.0,58.0,3.57,3.62,2.14,10544
0.79,Ideal,H,SI1,63.3,58.0,2.0,2.04,1.19,3276
0.67,Ideal,J,VVS1,61.6,58.0,1.72,1.71,1.07,3245
0.92,Ideal,I,SI2,61.6,58.0,2.32,2.28,1.38,4926
0.83,Very Good,D,SI1,60.4,55.0,2.08,2.09,1.31,3570
1.09,Good,F,SI1,59.5,57.0,2.76,2.73,1.73,6668
0.97,Premium,H,VS2,64.3,57.0,2.47,2.51,1.51,5839
1.06,Very Good,F,VS2,63.3,60.0,2.72,2.75,1.64,6122
1.46,Ideal,F,SI1,59.8,58.0,3.75,3.9,2.29,11426
1.15,Very Good,F,SI2,61.9,57.0,2.95,2.93,1.83,7197
0.68,Ideal,H,SI1,61.6,61.0,1.74,1.72,1.08,3078
0.42,Ideal,D,VS2,61.3,57.0,1.08,1.07,0.64,578
1.71,Ideal,H,SI1,61.1,59.0,4.33,4.32,2.69,13538
0.66,Good,E,IF,62.2,57.0,1.68,1.73,1.03,3443
0.58,Ideal,J,VS2,62.8,61.0,1.48,1.47,0.88,1860
0.31,Ideal,G,SI2,62.3,58.0,0.78,0.88,0.47,300
0.88,Premium,G,VS1,61.5,58.0,2.23,2.26,1.36,4836
0.8,Premium,F,SI1,61.5,57.0,2.03,2.01,1.21,3525
0.35,Ideal,J,VS1,63.0,58.0,0.89,0.85,0.53,300
0.93,Very Good,E,SI1,62.3,60.0,2.37,2.42,1.4,5425
0.58,Premium,H,VS2,61.8,59.0,1.49,1.49,0.93,1601
2.84,Premium,E,VVS2,61.6,58.0,7.23,7.23,4.28,20000
0.56,Very Good,E,VVS1,62.2,61.0,1.45,1.42,0.88,1585
0.6,Premium,F,SI1,61.0,59.0,1.52,1.52,0.91,1917
0.48,Good,E,SI1,62.9,57.0,1.22,1.19,0.76,300
1.4,Fair,E,VS2,60.2,54.0,3.51,3.58,2.17,9420
0.61,Good,G,VVS1,61.1,57.0,1.55,1.59,0.96,1740
0.52,Ideal,E,VVS1,62.6,58.0,1.34,1.33,0.82,2051
1.05,Premium,H,SI2,60.1,59.0,2.66,2.65,1.63,6058
0.37,Ideal,F,SI2,59.5,60.0,0.94,0.94,0.57,300
1.01,Premium,E,VS2,61.8,55.0,2.58,2.58,1.59,5593
1.81,Very Good,G,SI2,59.3,57.0,4.55,4.5,2.71,14420
0.98,Premium,H,SI1,59.9,55.0,2.5,2.4,1.54,5216
1.02,Premium,G,SI2,62.8,55.0,2.58,2.54,1.53,5547
1.14,Good,E,VS1,61.4,56.0,2.9,2.89,1.81,6691
1.74,Ideal,D,IF,63.5,58.0,4.48,4.44,2.73,14971
1.36,Very Good,F,IF,60.0,59.0,3.48,3.52,2.13,10121
0.92,Premium,E,SI1,61.6,55.0,2.34,2.33,1.44,4992
1.16,Ideal,D,VS2,62.3,56.0,2.96,3.05,1.84,7947
0.48,Very Good,I,VVS2,60.1,54.0,1.23,1.2,0.75,1108
1.09,Good,H,SI2,63.1,58.0,2.8,2.81,1.7,5991
0.45,Ideal,E,VS1,62.4,56.0,1.14,1.13,0.69,974
0.62,Premium,E,SI1,59.4,61.0,1.57,1.59,0.93,2465
0.2,Good,D,SI1,61.6,58.0,0.51,0.56,0.3,300
0.91,Ideal,G,SI1,62.2,57.0,2.3,2.33,1.36,5163
0.54,Good,J,SI2,60.9,56.0,1.36,1.26,0.85,1056
1.29,Ideal,G,VS1,59.6,54.0,3.26,3.28,2.02,9303
0.9,Ideal,H,SI1,62.1,54.0,2.32,2.27,1.39,5054
1.3,Very Good,H,SI1,64.8,56.0,3.32,3.3,1.96,8508
0.43,Very Good,E,SI2,61.2,56.0,1.09,1.12,0.66,300
1.25,Good,J,VVS1,63.9,55.0,3.2,3.14,1.94,8506
2.12,Very Good,E,VS2,60.6,58.0,5.44,5.5,3.38,18736
1.09,Good,G,VS2,62.0,59.0,2.77,2.75,1.68,6716
1.1,Ideal,F,VS2,62.8,56.0,2.8,2.91,1.75,6655
0.81,Good,J,SI1,61.7,62.0,2.04,2.04,1.21,2712
0.57,Premium,G,SI1,61.3,54.0,1.46,1.55,0.88,1650
1.08,Ideal,J,VS1,62.7,58.0,2.74,2.8,1.72,6016
0.35,Ideal,D,SI2,64.3,57.0,0.89,0.86,0.53,300
0.6,Premium,E,SI2,62.1,56.0,1.53,1.46,0.93,2014
0.31,Very Good,G,VS1,61.0,56.0,0.79,0.8,0.47,300
0.52,Ideal,H,SI1,61.4,57.0,1.33,1.3,0.81,1471
1.02,Premium,D,SI1,65.2,57.0,2.59,2.67,1.56,5147
0.95,Premium,G,VS2,61.9,57.0,2.39,2.38,1.49,5341
0.76,Good,I,VS2,60.9,55.0,1.94,1.92,1.22,3005
0.81,Ideal,F,VS1,60.1,54.0,2.09,2.02,1.3,4476
0.29,Premium,D,VS1,59.1,57.0,0.75,0.77,0.45,300
0.61,Very Good,J,VS1,62.2,57.0,1.58,1.52,0.99,1326
0.53,Premium,H,VS1,62.6,57.0,1.34,1.36,0.83,1236
0.53,Premium,D,SI1,61.1,57.0,1.34,1.37,0.81,1617
1.0,Ideal,I,SI1,61.7,56.0,2.55,2.51,1.51,5466
0.48,Ideal,I,VS2,60.1,57.0,1.21,1.26,0.75,1426
0.55,Ideal,F,SI1,61.9,56.0,1.38,1.37,0.85,1267
0.26,Fair,D,IF,62.4,61.0,0.66,0.59,0.39,300
0.64,Premium,G,VVS2,61.0,56.0,1.62,1.7,0.99,2097
0.43,Premium,D,SI2,64.1,57.0,1.09,1.04,0.69,300
0.77,Fair,E,I1,60.5,56.0,1.99,2.02,1.2,2006
0.46,Very Good,J,SI2,62.1,56.0,1.16,1.18,0.7,300
0.78,Ideal,D,SI1,62.9,58.0,1.97,1.99,1.23,4123
0.69,Good,G,SI2,61.6,57.0,1.74,1.76,1.03,1844
1.71,Premium,H,VS2,61.4,56.0,4.4,4.35,2.76,12970
0.95,Very Good,F,VVS2,59.7,57.0,2.44,2.52,1.52,5938
0.3,Fair,H,VS1,63.6,56.0,0.76,0.81,0.46,300
0.39,Very Good,J,SI1,61.5,58.0,0.99,1.01,0.59,300
0.76,Ideal,J,SI1,62.5,62.0,1.95,1.88,1.15,3832
0.47,Ideal,G,VS2,62.6,56.0,1.19,1.14,0.72,852
0.2,Ideal,D,VVS2,60.8,58.0,0.52,0.55,0.32,300
1.45,Premium,F,VVS2,61.4,58.0,3.7,3.6,2.26,10625
1.06,Good,D,VVS1,63.6,59.0,2.68,2.7,1.66,7187
0.96,Premium,H,VS2,60.1,59.0,2.47,2.4,1.52,5315
0.55,Premium,H,VS1,64.7,58.0,1.39,1.35,0.85,1218
0.92,Ideal,I,SI2,60.7,57.0,2.33,2.26,1.46,4905
0.52,Good,I,VS2,60.0,57.0,1.32,1.33,0.82,803
0.82,Premium,H,SI1,61.9,56.0,2.11,2.17,1.32,3225
0.47,Very Good,E,VS2,64.8,57.0,1.19,1.21,0.71,617
1.58,Very Good,D,VS1,59.0,55.0,4.01,4.03,2.48,12268
0.34,Ideal,D,SI1,61.5,56.0,0.85,0.86,0.52,300
1.37,Premium,H,SI2,62.4,60.0,3.53,3.56,2.21,9872
0.76,Premium,D,I1,61.7,58.0,1.93,1.95,1.18,4083
0.58,Premium,H,SI2,62.2,59.0,1.47,1.33,0.88,1095
0.81,Premium,I,I1,60.7,61.0,2.07,2.12,1.25,3609
1.07,Ideal,D,SI2,60.9,57.0,2.75,2.79,1.65,6415
1.47,Ideal,F,SI1,61.5,58.0,3.78,3.76,2.26,11675
0.87,Ideal,I,SI1,60.1,57.0,2.21,2.11,1.35,4551
0.47,Ideal,G,IF,61.6,56.0,1.21,1.22,0.76,1515
0.76,Very Good,H,SI1,61.2,55.0,1.94,1.96,1.16,3524
1.84,Ideal,E,SI2,61.0,59.0,4.63,4.61,2.79,15270
1.45,Premium,G,VS2,62.1,58.0,3.74,3.75,2.33,10522
1.17,Very Good,D,VVS2,59.2,62.0,2.99,3.04,1.8,8600
1.1,Ideal,J,VS1,61.4,60.0,2.81,2.93,1.77,7144
1.05,Fair,G,SI1,64.9,56.0,2.71,2.72,1.63,5441
1.32,Ideal,G,VS2,60.2,59.0,3.37,3.39,2.05,9083
0.59,Premium,G,VS1,63.5,57.0,1.48,1.44,0.88,1658
0.38,Ideal,H,VS1,61.8,60.0,0.98,0.95,0.62,483
0.77,Ideal,E,VS1,60.9,56.0,1.95,1.94,1.22,4318
0.49,Ideal,D,VVS1,59.9,55.0,1.25,1.31,0.78,2258
0.44,Ideal,D,VVS1,61.9,56.0,1.11,1.15,0.66,731
0.52,Premium,E,VS2,63.7,56.0,1.32,1.42,0.83,1184
2.57,Good,D,SI1,61.2,56.0,6.59,6.52,4.13,20000
0.79,Premium,F,VS1,61.6,56.0,2.01,1.94,1.22,3757
0.89,Very Good,E,VVS2,63.1,59.0,2.28,2.34,1.41,5202
0.4,Ideal,H,I1,62.2,61.0,1.03,1.1,0.65,300
0.29,Premium,G,IF,59.5,55.0,0.74,0.74,0.45,300
0.49,Ideal,H,SI2,61.8,60.0,1.25,1.03,0.74,539
1.52,Fair,G,VS2,63.8,56.0,3.91,3.87,2.44,11277
0.88,Good,H,VVS1,61.6,58.0,2.26,2.28,1.38,4528
1.0,Ideal,D,SI1,57.9,54.0,2.55,2.51,1.61,5391
1.07,Good,H,VS2,62.2,59.0,2.72,2.73,1.66,5912
0.55,Good,I,SI2,61.4,53.0,1.4,1.49,0.83,886
1.48,Fair,F,SI1,59.1,58.0,3.77,3.84,2.3,11460
0.54,Ideal,J,SI2,59.3,58.0,1.37,1.41,0.85,976
1.5,Ideal,I,SI1,63.1,58.0,3.85,3.85,2.28,10895
0.92,Very Good,H,SI1,60.7,56.0,2.32,2.3,1.41,4898
0.3,Very Good,G,IF,60.4,59.0,0.78,0.82,0.47,300
0.51,Very Good,G,IF,61.7,58.0,1.31,1.31,0.81,1255
0.3,Ideal,E,SI2,60.8,57.0,0.76,0.76,0.48,300
1.33,Ideal,E,VS1,61.8,59.0,3.34,3.26,2.05,9443
0.73,Very Good,G,SI2,61.4,57.0,1.87,1.83,1.16,2179
0.24,Very Good,G,SI2,60.0,59.0,0.62,0.66,0.38,300
0.89,Good,H,SI2,61.0,57.0,2.3,2.24,1.41,4457
0.57,Ideal,E,IF,62.3,58.0,1.44,1.45,0.88,2446
0.35,Ideal,J,IF,61.8,59.0,0.88,0.9,0.55,474
1.71,Very Good,J,SI1,61.6,57.0,4.41,4.43,2.75,13676
0.78,Fair,E,SI2,64.4,55.0,1.97,2.0,1.21,2739
0.64,Good,G,SI1,62.7,58.0,1.64,1.67,1.03,1677
0.61,Ideal,I,VS2,62.9,60.0,1.53,1.5,0.95,1674
0.35,Very Good,H,VS2,61.5,58.0,0.9,0.83,0.54,300
0.39,Ideal,D,SI1,62.0,58.0,0.98,0.94,0.6,300
1.41,Ideal,D,VS1,61.1,57.0,3.62,3.66,2.27,10477
0.58,Premium,E,SI1,62.8,59.0,1.48,1.42,0.93,1372
0.75,Very Good,G,VVS1,61.5,57.0,1.94,1.89,1.17,3814
0.27,Good,F,VS1,62.0,57.0,0.68,0.63,0.42,300
0.38,Premium,D,VS2,61.9,60.0,0.96,0.87,0.58,300
1.0,Ideal,D,VVS2,61.7,56.0,2.52,2.46,1.5,6397
0.89,Ideal,H,VVS2,65.8,59.0,2.3,2.35,1.44,4975
1.78,Premium,E,SI1,60.8,60.0,4.55,4.51,2.85,14477
1.45,Fair,I,SI1,60.8,59.0,3.7,3.61,2.26,10507
0.66,Ideal,H,VVS1,62.7,55.0,1.66,1.63,0.98,2964
0.94,Ideal,E,SI2,60.9,58.0,2.4,2.43,1.49,5852
0.63,Very Good,G,SI2,61.3,57.0,1.6,1.51,0.97,2121
2.07,Ideal,D,VS2,60.2,56.0,5.25,5.3,3.11,18955
1.32,Premium,J,VVS2,62.4,58.0,3.39,3.32,2.03,9188
0.81,Premium,G,VVS2,62.4,59.0,2.04,2.02,1.22,4575
0.82,Ideal,D,VVS1,61.3,56.0,2.1,2.08,1.3,5045
1.53,Ideal,D,VS2,62.7,57.0,3.94,3.91,2.37,11658
0.99,Ideal,I,SI2,59.1,57.0,2.56,2.56,1.52,5282
1.61,Good,G,VS2,60.7,60.0,4.14,4.18,2.59,12194
0.25,Very Good,F,VVS2,61.5,57.0,0.63,0.63,0.4,300
0.93,Ideal,I,SI2,60.1,55.0,2.38,2.35,1.42,4424
0.57,Very Good,D,SI2,59.3,54.0,1.44,1.46,0.86,1372
1.78,Premium,D,I1,61.3,58.0,4.48,4.49,2.75,14750
1.61,Premium,I,VS2,62.7,56.0,4.12,4.09,2.46,12466
0.75,Premium,I,VVS1,63.5,59.0,1.93,1.93,1.15,2616
1.6,Premium,J,VS1,60.9,55.0,4.02,3.98,2.43,11770
1.81,Ideal,D,IF,62.7,56.0,4.56,4.52,2.86,16189
0.77,Very Good,I,SI2,62.6,55.0,1.97,2.01,1.24,3380
2.55,Good,G,VVS1,63.4,58.0,6.44,6.46,4.02,20000
0.73,Very Good,G,VVS2,61.2,59.0,1.87,1.91,1.16,2772
0.67,Ideal,F,SI1,59.2,58.0,1.69,1.72,1.05,2257
1.14,Ideal,J,IF,61.8,55.0,2.87,2.83,1.75,7679
0.62,Very Good,H,SI1,60.3,56.0,1.58,1.63,0.97,2544
0.77,Ideal,D,VVS1,60.7,58.0,1.98,1.97,1.22,4802
1.5,Ideal,D,VVS1,61.3,54.0,3.85,3.9,2.38,11153
0.75,Ideal,E,VS1,61.2,57.0,1.93,1.92,1.15,3511
0.32,Ideal,J,VS2,61.9,61.0,0.81,0.83,0.49,300
0.89,Very Good,H,SI2,62.7,57.0,2.3,2.32,1.45,4285
0.52,Ideal,F,VS2,61.2,54.0,1.32,1.36,0.8,774
1.14,Premium,H,SI1,62.3,56.0,2.94,2.86,1.77,6795
1.05,Ideal,D,VVS2,61.7,56.0,2.67,2.59,1.62,6424
1.55,Ideal,F,VS1,63.0,62.0,3.92,3.95,2.36,12196
1.17,Ideal,J,VVS1,61.4,61.0,2.96,2.98,1.76,7668
1.28,Ideal,D,I1,61.6,59.0,3.27,3.23,1.96,8550
0.53,Very Good,D,VVS2,61.2,57.0,1.33,1.35,0.82,1749
1.11,Premium,J,VVS1,61.5,60.0,2.87,2.8,1.72,7686
1.98,Ideal,F,VVS2,60.6,55.0,5.01,5.17,3.09,18019
0.53,Ideal,H,SI2,60.5,60.0,1.34,1.41,0.8,1305
1.82,Fair,G,SI2,62.8,60.0,4.6,4.63,2.72,14439
0.56,Very Good,I,SI2,60.2,57.0,1.41,1.41,0.88,1615
0.48,Good,F,VS1,61.3,60.0,1.23,1.2,0.76,1273
0.86,Ideal,D,VS1,63.1,57.0,2.2,2.13,1.36,4959
1.06,Ideal,G,IF,61.2,55.0,2.73,2.72,1.61,6323
1.17,Very Good,J,SI1,62.9,60.0,2.94,2.9,1.76,7576
0.46,Premium,F,SI1,60.9,57.0,1.19,1.15,0.74,712
0.92,Ideal,G,VS1,60.2,59.0,2.33,2.26,1.39,4938
0.53,Ideal,D,VVS2,59.5,62.0,1.37,1.38,0.85,1680
0.35,Premium,G,VVS1,63.5,56.0,0.88,0.86,0.54,300
0.47,Premium,I,VVS2,60.1,57.0,1.21,1.24,0.75,300
0.51,Premium,I,SI1,62.7,61.0,1.3,1.32,0.8,801
0.96,Very Good,E,VS1,60.3,59.0,2.44,2.45,1.48,5379
1.32,Premium,H,VVS2,63.5,56.0,3.32,3.45,2.0,8926
0.35,Ideal,E,VS2,64.8,55.0,0.9,0.94,0.56,300
0.88,Ideal,H,SI1,59.3,56.0,2.21,2.15,1.38,4040
0.41,Ideal,H,SI2,60.2,56.0,1.05,1.07,0.62,378
1.01,Ideal,G,I1,62.8,58.0,2.58,2.58,1.56,4827
0.54,Very Good,D,VS1,62.4,58.0,1.39,1.32,0.84,1571
0.44,Premium,D,SI2,62.8,58.0,1.14,1.07,0.7,300
1.1,Fair,H,SI1,60.9,56.0,2.78,2.8,1.65,7091
0.55,Very Good,G,SI1,64.5,57.0,1.39,1.42,0.87,1085
0.63,Ideal,I,VS2,61.9,53.0,1.6,1.55,0.98,1272
0.24,Ideal,G,SI1,60.0,58.0,0.62,0.67,0.39,300
1.19,Good,G,VS1,61.3,60.0,3.07,3.08,1.91,7383
1.12,Premium,D,SI2,60.0,54.0,2.9,2.96,1.73,7325
0.74,Ideal,D,SI2,63.9,59.0,1.91,1.96,1.14,3370
0.35,Very Good,G,VS2,60.8,56.0,0.9,0.89,0.56,300
1.36,Premium,G,SI1,62.4,59.0,3.52,3.6,2.15,9542
0.53,Ideal,D,SI1,61.0,58.0,1.35,1.29,0.8,1717
0.59,Premium,E,SI2,60.8,58.0,1.52,1.64,0.95,1754
2.35,Very Good,J,VVS1,59.0,58.0,6.04,6.0,3.68,20000
0.52,Very Good,H,VS1,62.5,60.0,1.31,1.31,0.79,1498
1.07,Ideal,G,SI2,63.5,58.0,2.69,2.66,1.64,5834
0.98,Premium,H,SI2,60.4,56.0,2.48,2.46,1.54,5303
0.9,Fair,I,IF,59.5,58.0,2.31,2.46,1.37,4758
0.85,Ideal,J,VS1,62.8,57.0,2.18,2.16,1.32,4501
0.89,Fair,F,SI1,59.4,58.0,2.25,2.29,1.36,4161
0.85,Ideal,H,VS1,63.4,57.0,2.18,2.17,1.36,4153
0.72,Very Good,J,VS1,60.4,56.0,1.82,1.87,1.13,2903
1.58,Ideal,H,VVS2,60.2,58.0,4.07,4.04,2.47,12930
0.38,Premium,E,VS2,62.0,58.0,0.98,0.99,0.6,300
1.23,Very Good,D,SI1,60.2,60.0,3.18,3.21,1.93,8149
1.12,Very Good,G,I1,60.7,57.0,2.82,2.78,1.73,6164
1.05,Very Good,G,VVS1,62.2,53.0,2.71,2.85,1.71,6068
1.29,Ideal,D,VS2,58.3,57.0,3.27,3.3,2.0,9388
0.71,Ideal,H,SI1,64.0,54.0,1.81,1.8,1.14,2644
0.29,Premium,H,VVS1,61.8,58.0,0.74,0.71,0.46,300
0.71,Premium,H,VVS1,59.9,54.0,1.82,1.82,1.08,3807
0.45,Ideal,I,IF,60.3,55.0,1.16,1.1,0.72,352
0.51,Ideal,G,VVS1,63.1,57.0,1.3,1.39,0.78,2196
0.4,Premium,D,IF,62.5,61.0,1.03,1.05,0.63,1139
0.58,Premium,F,SI1,63.6,55.0,1.47,1.47,0.9,1383
0.55,Premium,G,VVS2,60.7,58.0,1.4,1.45,0.88,1834
0.23,Ideal,D,VVS2,62.1,59.0,0.59,0.55,0.35,300
1.05,Fair,J,SI1,62.3,61.0,2.66,2.6,1.66,5899
2.25,Premium,H,SI2,62.7,59.0,5.82,5.81,3.65,20000
1.0,Very Good,F,IF,63.3,60.0,2.57,2.58,1.53,5928
0.67,Ideal,F,SI1,60.7,59.0,1.71,1.74,1.07,2558
0.72,Good,J,VVS1,61.5,55.0,1.85,1.78,1.11,2688
0.6,Premium,G,I1,60.8,58.0,1.53,1.51,0.91,1393
0.77,Premium,F,SI2,61.6,59.0,1.93,1.78,1.21,3216
0.73,Ideal,E,VS2,62.7,55.0,1.86,1.8,1.13,2815
0.49,Good,F,SI1,59.4,56.0,1.25,1.29,0.77,657
1.72,Premium,H,VS1,63.3,56.0,4.45,4.5,2.72,13690
0.35,Premium,I,VS2,60.1,59.0,0.88,0.82,0.53,300
1.06,Premium,G,SI2,61.3,57.0,2.7,2.68,1.67,5366
0.7,Premium,I,SI2,63.4,57.0,1.76,1.76,1.04,2323
1.92,Ideal,D,SI1,62.2,55.0,4.84,4.89,2.89,16223
0.88,Ideal,G,SI2,62.2,57.0,2.25,2.33,1.41,5047
0.62,Very Good,H,VVS2,60.0,56.0,1.57,1.58,0.99,2206
0.65,Ideal,E,SI1,60.2,58.0,1.67,1.66,1.02,2844
0.76,Premium,G,SI2,63.0,55.0,1.94,1.87,1.16,2902
0.42,Good,H,VS2,60.9,58.0,1.06,1.07,0.64,537
0.5,Good,E,SI2,61.0,57.0,1.27,1.37,0.79,399
0.3,Very Good,D,SI2,63.0,55.0,0.75,0.81,0.44,300
0.47,Ideal,E,SI1,60.2,55.0,1.21,1.22,0.72,1105
0.78,Ideal,J,VVS2,62.1,55.0,1.96,1.98,1.23,3871
0.86,Ideal,F,VVS1,61.8,57.0,2.16,2.13,1.31,5572
0.28,Premium,E,VVS2,61.7,58.0,0.72,0.7,0.43,300
0.69,Premium,I,SI1,61.0,58.0,1.78,1.79,1.06,3028
0.98,Very Good,H,SI1,60.9,58.0,2.53,2.54,1.58,5765
0.68,Very Good,D,VS2,60.2,56.0,1.72,1.77,1.05,2786
0.54,Premium,J,VS1,62.4,60.0,1.36,1.41,0.81,1915
0.6,Good,E,IF,60.8,57.0,1.54,1.57,0.96,2260
0.57,Very Good,G,SI2,63.1,58.0,1.47,1.42,0.92,1248
0.54,Premium,G,SI2,61.4,57.0,1.37,1.32,0.81,1110
0.81,Ideal,J,VS1,60.2,58.0,2.06,2.02,1.26,3519
2.35,Ideal,E,VVS2,61.4,57.0,5.92,5.93,3.55,20000
0.51,Ideal,G,VVS2,61.1,58.0,1.29,1.19,0.79,1607
0.63,Ideal,F,VS1,63.1,57.0,1.61,1.61,0.97,2288
0.72,Premium,E,IF,61.2,59.0,1.81,1.88,1.09,4234
0.53,Ideal,E,VS2,61.3,56.0,1.34,1.37,0.82,1273
1.28,Ideal,D,VVS1,63.7,54.0,3.24,3.22,1.98,8529
0.23,Good,F,IF,62.4,55.0,0.59,0.56,0.36,300
0.57,Premium,G,VVS2,64.0,60.0,1.43,1.47,0.85,2109
1.12,Ideal,D,SI1,63.5,57.0,2.86,2.88,1.8,7275
0.64,Premium,F,SI1,60.5,58.0,1.65,1.64,0.99,2149
0.49,Premium,H,VS2,63.1,55.0,1.23,1.2,0.76,814
0.92,Premium,I,VS2,63.8,58.0,2.35,2.35,1.39,4300
1.17,Very Good,D,VVS1,63.8,55.0,3.01,2.99,1.86,7729
0.82,Premium,G,SI2,63.1,56.0,2.08,2.12,1.24,3331
0.5,Very Good,E,SI1,63.1,57.0,1.26,1.32,0.75,906
0.93,Fair,G,VS1,61.3,58.0,2.34,2.27,1.44,5280
0.61,Fair,I,SI2,60.5,59.0,1.56,1.5,0.94,1112
1.08,Ideal,F,SI1,61.2,59.0,2.76,2.83,1.69,6927
1.56,Very Good,J,SI1,59.4,54.0,3.94,3.95,2.34,11598
0.2,Premium,G,VS1,63.6,57.0,0.52,0.46,0.31,300
0.78,Very Good,F,SI2,61.3,57.0,2.0,2.05,1.24,3264
0.31,Ideal,G,VVS1,63.5,54.0,0.78,0.8,0.46,300
2.51,Very Good,E,VS2,60.0,58.0,6.45,6.56,3.83,20000
0.59,Premium,E,VVS1,63.2,57.0,1.49,1.48,0.89,1560
1.08,Ideal,E,VS2,61.0,59.0,2.77,2.83,1.64,6344
0.73,Ideal,J,SI1,59.9,58.0,1.84,1.77,1.09,2812
0.5,Very Good,I,SI2,64.0,56.0,1.28,1.35,0.77,300
0.47,Ideal,F,I1,63.3,60.0,1.19,1.24,0.71,1018
1.64,Premium,D,VS2,62.0,53.0,4.19,4.27,2.62,12830
1.19,Premium,D,SI2,61.7,57.0,3.0,3.06,1.78,8018
1.96,Good,D,SI1,62.3,54.0,5.03,5.03,3.14,16748
0.76,Good,H,VS2,62.0,55.0,1.91,1.85,1.19,3103
0.86,Ideal,G,SI1,60.6,59.0,2.17,2.14,1.29,5653
0.65,Premium,G,SI2,61.1,55.0,1.64,1.55,0.97,3126
0.64,Premium,I,VVS2,64.4,54.0,1.61,1.56,0.95,2630
0.44,Ideal,J,IF,65.4,63.0,1.13,1.15,0.69,377
0.77,Ideal,D,SI2,63.9,55.0,1.99,1.99,1.23,3864
0.5,Very Good,H,SI2,62.4,61.0,1.29,1.28,0.79,300
0.92,Premium,H,IF,61.2,57.0,2.37,2.33,1.45,5840
0.81,Good,J,SI2,60.6,56.0,2.03,1.94,1.21,2440
0.86,Ideal,D,IF,60.7,59.0,2.17,2.18,1.35,5028
1.71,Ideal,F,I1,60.9,60.0,4.37,4.39,2.64,13935
0.73,Ideal,E,VVS1,64.7,55.0,1.89,1.84,1.19,3563
1.08,Good,D,SI1,64.2,56.0,2.77,2.74,1.68,5826
2.07,Good,G,VVS1,62.7,59.0,5.26,5.34,3.16,18262
